,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
131,frozenset({'Banana Cavendish'}),frozenset({'Pumpkin Japanese/Kent'}),0.20284112765840523,0.040281365060174754,0.010056602736714843,0.04957871637181328,1.2308102344036649,0.001885885224289112,1.0097823475460759
132,frozenset({'Rockmelon'}),frozenset({'Banana Cavendish'}),0.010738033741825576,0.20284112765840523,0.0031653569269659834,0.2947799385875128,1.4532552741667715,0.0009872420539400791,1.1303689670213903
133,frozenset({'Banana Cavendish'}),frozenset({'Rockmelon'}),0.20284112765840523,0.010738033741825576,0.0031653569269659834,0.01560510416948877,1.4532552741667715,0.0009872420539400791,1.0049442255829222
134,frozenset({'Silverbeet'}),frozenset({'Banana Cavendish'}),0.009622465241523328,0.20284112765840523,0.0031104028136506017,0.32324386065105654,1.5935814614253951,0.0011585711132062013,1.177911548919943
135,frozenset({'Banana Cavendish'}),frozenset({'Silverbeet'}),0.20284112765840523,0.009622465241523328,0.0031104028136506017,0.015334182222101813,1.5935814614253951,0.0011585711132062013,1.0058006654414673
136,frozenset({'Spinach Bunch'}),frozenset({'Banana Cavendish'}),0.019679067978238172,0.20284112765840523,0.0043853382425674565,0.22284278134599275,1.0986074861567094,0.0003936139025952131,1.025736946408642
137,frozenset({'Banana Cavendish'}),frozenset({'Spinach Bunch'}),0.20284112765840523,0.019679067978238172,0.0043853382425674565,0.021619571401479236,1.0986074861567094,0.0003936139025952131,1.0019833833205563
138,frozenset({'Sweet Corn'}),frozenset({'Banana Cavendish'}),0.011260097818321702,0.20284112765840523,0.0033741825575644337,0.2996583699365544,1.47730577815163,0.001090171618552111,1.1382428776501239
139,frozenset({'Banana Cavendish'}),frozenset({'Sweet Corn'}),0.20284112765840523,0.011260097818321702,0.0033741825575644337,0.01663460756955921,1.47730577815163,0.001090171618552111,1.0054654249504897
140,frozenset({'Tomatoes Cherry'}),frozenset({'Banana Cavendish'}),0.012095400340715502,0.20284112765840523,0.0034730999615321207,0.2871422080872331,1.4156015173155376,0.0010196553169415294,1.1182579209839707
141,frozenset({'Banana Cavendish'}),frozenset({'Tomatoes Cherry'}),0.20284112765840523,0.012095400340715502,0.0034730999615321207,0.017122267074855736,1.4156015173155376,0.0010196553169415294,1.0051144374989347
142,frozenset({'Tomatoes Roma'}),frozenset({'Banana Cavendish'}),0.01408473924273232,0.20284112765840523,0.0038577787547397924,0.2738977760436988,1.350306908690414,0.0010008143639693764,1.097860392160939
143,frozenset({'Banana Cavendish'}),frozenset({'Tomatoes Roma'}),0.20284112765840523,0.01408473924273232,0.0038577787547397924,0.01901872070656444,1.3503069086904138,0.0010008143639693764,1.0050296387586375
144,frozenset({'Tomatoes Truss'}),frozenset({'Banana Cavendish'}),0.015079408693740727,0.20284112765840523,0.00431389789525746,0.2860787172011662,1.4103585426863594,0.0012551736313971312,1.1165921111308506
145,frozenset({'Banana Cavendish'}),frozenset({'Tomatoes Truss'}),0.20284112765840523,0.015079408693740727,0.00431389789525746,0.021267372869876188,1.4103585426863592,0.0012551736313971312,1.0063224255579177
146,frozenset({'Watermelon seedless'}),frozenset({'Banana Cavendish'}),0.07010496235643238,0.20284112765840523,0.01675001373852833,0.2389276475660422,1.1779053406191298,0.0025298441196995366,1.047415360434826
147,frozenset({'Banana Cavendish'}),frozenset({'Watermelon seedless'}),0.20284112765840523,0.07010496235643238,0.01675001373852833,0.08257700956354475,1.1779053406191298,0.0025298441196995366,1.013594652997718
148,frozenset({'Zucchini green'}),frozenset({'Banana Cavendish'}),0.018530527009946694,0.20284112765840523,0.004879925262405891,0.26334519572953735,1.298283039389448,0.001121172267603767,1.0821335416811022
149,frozenset({'Banana Cavendish'}),frozenset({'Zucchini green'}),0.20284112765840523,0.018530527009946694,0.004879925262405891,0.024057868927961853,1.298283039389448,0.001121172267603767,1.0056635959674611
150,frozenset({'cabbage Quater'}),frozenset({'Banana Cavendish'}),0.01318349178436006,0.20284112765840523,0.0031983293949552124,0.24260108378491038,1.1960152587667672,0.0005241750549402971,1.0524953961185943
151,frozenset({'Banana Cavendish'}),frozenset({'cabbage Quater'}),0.20284112765840523,0.01318349178436006,0.0031983293949552124,0.015767657337920946,1.1960152587667672,0.0005241750549402971,1.0026255645557953
152,frozenset({'cabbage half'}),frozenset({'Banana Cavendish'}),0.01063362092652635,0.20284112765840523,0.002494916744518327,0.234625322997416,1.1566950238638831,0.0003379810846897064,1.0415276286164659
153,frozenset({'Banana Cavendish'}),frozenset({'cabbage half'}),0.20284112765840523,0.01063362092652635,0.002494916744518327,0.012299856411367884,1.1566950238638831,0.0003379810846897064,1.0016869851600787
154,frozenset({'eggs 800g'}),frozenset({'Banana Cavendish'}),0.011754684838160136,0.20284112765840523,0.0028686047150629224,0.24403927068723702,1.2031054722699608,0.00048427118722136177,1.0544977290900872
155,frozenset({'Banana Cavendish'}),frozenset({'eggs 800g'}),0.20284112765840523,0.011754684838160136,0.0028686047150629224,0.014142125653599198,1.2031054722699608,0.00048427118722136177,1.0024216886404866
156,frozenset({'navel oranges 3kg'}),frozenset({'Banana Cavendish'}),0.014326537341319999,0.20284112765840523,0.0046161455184920595,0.3222094361334868,1.5884817830243176,0.00171013452873846,1.1761138540999083
157,frozenset({'Banana Cavendish'}),frozenset({'navel oranges 3kg'}),0.20284112765840523,0.014326537341319999,0.0046161455184920595,0.02275744358050446,1.5884817830243176,0.00171013452873846,1.0086272401706229
158,frozenset({'onion brown 2kg large'}),frozenset({'Banana Cavendish'}),0.012952684508435456,0.20284112765840523,0.0037918338187613344,0.2927450148493848,1.4432231679483774,0.0011644966868667303,1.1271166539346964
159,frozenset({'Banana Cavendish'}),frozenset({'onion brown 2kg large'}),0.20284112765840523,0.012952684508435456,0.0037918338187613344,0.01869361436970009,1.4432231679483774,0.0011644966868667303,1.0058502929822242
160,frozenset({'onion red 2kg'}),frozenset({'Banana Cavendish'}),0.010622630103863275,0.20284112765840523,0.002687256141122163,0.2529746508018624,1.2471565984778223,0.0005325498721564137,1.067110872739822
161,frozenset({'Banana Cavendish'}),frozenset({'onion red 2kg'}),0.20284112765840523,0.010622630103863275,0.002687256141122163,0.013248083227222237,1.2471565984778221,0.0005325498721564137,1.0026607023292597
162,frozenset({'peaches white'}),frozenset({'Banana Cavendish'}),0.012958179919766994,0.20284112765840523,0.003214815628949827,0.24809160305343514,1.223083335797827,0.0005863638016237868,1.0601808352969433
163,frozenset({'Banana Cavendish'}),frozenset({'peaches white'}),0.20284112765840523,0.012958179919766994,0.003214815628949827,0.015848933922137032,1.223083335797827,0.0005863638016237868,1.0029373071899323
164,frozenset({'pear corella'}),frozenset({'Banana Cavendish'}),0.015980656152112985,0.20284112765840523,0.0048524482057482,0.3036451169188446,1.496960307922358,0.0016109138911323713,1.1447595065527691
165,frozenset({'Banana Cavendish'}),frozenset({'pear corella'}),0.20284112765840523,0.015980656152112985,0.0048524482057482,0.023922407954268376,1.496960307922358,0.0016109138911323713,1.0081363939371977
166,frozenset({'Banana Cavendish'}),frozenset({'potatoes Red 5kg'}),0.20284112765840523,0.015062922459746112,0.003874264988734407,0.01909999729078053,1.268014048523653,0.0008188848111683866,1.0041156843917667
167,frozenset({'potatoes Red 5kg'}),frozenset({'Banana Cavendish'}),0.015062922459746112,0.20284112765840523,0.003874264988734407,0.25720539948923754,1.268014048523653,0.0008188848111683866,1.0731888355050645
168,frozenset({'wash potatoes 5kg'}),frozenset({'Banana Cavendish'}),0.010161015552014069,0.20284112765840523,0.0026377974391383193,0.25959978366684694,1.2798182827302467,0.0005767255864131929,1.0766594265592466
169,frozenset({'Banana Cavendish'}),frozenset({'wash potatoes 5kg'}),0.20284112765840523,0.010161015552014069,0.0026377974391383193,0.013004253474573974,1.2798182827302467,0.0005767255864131929,1.0028806992659989
170,frozenset({'Cucumber continental'}),frozenset({'Berries Strawberry (medium)'}),0.04525471231521679,0.023619277902951034,0.002022311370006045,0.044687310261080755,1.8919846087037844,0.000953427743414839,1.022053546011084
171,frozenset({'Berries Strawberry (medium)'}),frozenset({'Cucumber continental'}),0.023619277902951034,0.04525471231521679,0.002022311370006045,0.08562121917170779,1.8919846087037846,0.000953427743414839,1.0441463731473788
172,frozenset({'Field Tomatoes'}),frozenset({'Berries Strawberry (medium)'}),0.06430180799032807,0.023619277902951034,0.0022421278232675717,0.0348688146312281,1.4762862257898042,0.0007233655506818156,1.0116559664621951
173,frozenset({'Berries Strawberry (medium)'}),frozenset({'Field Tomatoes'}),0.023619277902951034,0.06430180799032807,0.0022421278232675717,0.09492787342950211,1.4762862257898044,0.0007233655506818156,1.0338382594492468
174,frozenset({'Watermelon seedless'}),frozenset({'Berries Strawberry (medium)'}),0.07010496235643238,0.023619277902951034,0.003978677804033632,0.05675315513051658,2.4028319309213826,0.0023228492157611347,1.03512747210106
175,frozenset({'Berries Strawberry (medium)'}),frozenset({'Watermelon seedless'}),0.023619277902951034,0.07010496235643238,0.003978677804033632,0.16845044206607726,2.4028319309213826,0.0023228492157611347,1.1182677313352136
176,frozenset({'Broccoli'}),frozenset({'Carrots 1kg'}),0.01786008682749904,0.0375666318623949,0.002588338737154476,0.1449230769230769,3.8577607237700855,0.001917395430275411,1.1255517979299088
177,frozenset({'Carrots 1kg'}),frozenset({'Broccoli'}),0.0375666318623949,0.01786008682749904,0.002588338737154476,0.06889994148624926,3.857760723770085,0.001917395430275411,1.054816723715195
178,frozenset({'Broccoli'}),frozenset({'Cauliflower'}),0.01786008682749904,0.02663076331263395,0.00272572402044293,0.1526153846153846,5.730792723578525,0.0022500962753967116,1.1486746620312054
179,frozenset({'Cauliflower'}),frozenset({'Broccoli'}),0.02663076331263395,0.01786008682749904,0.00272572402044293,0.10235245563351217,5.730792723578526,0.0022500962753967116,1.0941264412032043
180,frozenset({'Broccoli'}),frozenset({'Potato sweet Gold'}),0.01786008682749904,0.029675221190306095,0.0020003297246798924,0.112,3.7741925925925925,0.0014703276975957863,1.0927080842451509
181,frozenset({'Potato sweet Gold'}),frozenset({'Broccoli'}),0.029675221190306095,0.01786008682749904,0.0020003297246798924,0.0674074074074074,3.774192592592592,0.0014703276975957863,1.053128580447082
182,frozenset({'Cauliflower'}),frozenset({'Carrots 1kg'}),0.02663076331263395,0.0375666318623949,0.003313733032917514,0.12443252166735451,3.312315091838575,0.002313304951337222,1.0992109596971091
183,frozenset({'Carrots 1kg'}),frozenset({'Cauliflower'}),0.0375666318623949,0.02663076331263395,0.003313733032917514,0.08820947922761849,3.3123150918385753,0.002313304951337222,1.067536034332558
184,frozenset({'Celery'}),frozenset({'Carrots 1kg'}),0.025861405726218607,0.0375666318623949,0.0037643567621036436,0.1455588610284743,3.874684894872947,0.0027928308537427575,1.1263893137168788
185,frozenset({'Carrots 1kg'}),frozenset({'Celery'}),0.0375666318623949,0.025861405726218607,0.0037643567621036436,0.10020479812755997,3.874684894872947,0.0027928308537427575,1.0826225703878345
186,frozenset({'Celery half'}),frozenset({'Carrots 1kg'}),0.017151178765730614,0.0375666318623949,0.0020442930153321977,0.11919256648510095,3.172830796268844,0.0013999809966338712,1.0926717140623736
187,frozenset({'Carrots 1kg'}),frozenset({'Celery half'}),0.0375666318623949,0.017151178765730614,0.0020442930153321977,0.05441778818022235,3.172830796268844,0.0013999809966338712,1.0394112843374792
188,frozenset({'Coriander'}),frozenset({'Carrots 1kg'}),0.03237346815409133,0.0375666318623949,0.0023025773479144916,0.0711254455949754,1.8933144141190277,0.0010864151876607774,1.0361284670501885
189,frozenset({'Carrots 1kg'}),frozenset({'Coriander'}),0.0375666318623949,0.03237346815409133,0.0023025773479144916,0.06129315389116442,1.8933144141190275,0.0010864151876607774,1.0308080055631341
190,frozenset({'Cucumber continental'}),frozenset({'Carrots 1kg'}),0.04525471231521679,0.0375666318623949,0.0041215584986536245,0.09107468123861567,2.424350460063033,0.0024214913810692864,1.05886957736983
191,frozenset({'Carrots 1kg'}),frozenset({'Cucumber continental'}),0.0375666318623949,0.04525471231521679,0.0041215584986536245,0.10971328262141604,2.424350460063033,0.0024214913810692864,1.0724020352634205
192,frozenset({'Eggs 700g'}),frozenset({'Carrots 1kg'}),0.034252898829477386,0.0375666318623949,0.0023080727592460298,0.06738328252847746,1.7937003981432187,0.0010213067186991955,1.031970958816737
193,frozenset({'Carrots 1kg'}),frozenset({'Eggs 700g'}),0.0375666318623949,0.034252898829477386,0.0023080727592460298,0.06143943826799298,1.7937003981432187,0.0010213067186991955,1.0289662069204635
194,frozenset({'Field Tomatoes'}),frozenset({'Carrots 1kg'}),0.06430180799032807,0.0375666318623949,0.0047150629224597465,0.07332706606272969,1.9519201596598774,0.0022994605736006888,1.0385901356246534
195,frozenset({'Carrots 1kg'}),frozenset({'Field Tomatoes'}),0.0375666318623949,0.06430180799032807,0.0047150629224597465,0.12551199531889995,1.9519201596598774,0.0022994605736006888,1.0699954567711805
196,frozenset({'Leek'}),frozenset({'Carrots 1kg'}),0.027224267736440072,0.0375666318623949,0.0022311370006044954,0.08195397658457812,2.1815630659882506,0.0012084129568263762,1.0483498033759224
197,frozenset({'Carrots 1kg'}),frozenset({'Leek'}),0.0375666318623949,0.027224267736440072,0.0022311370006044954,0.05939145699239321,2.1815630659882506,0.0012084129568263762,1.0341982746117724
198,frozenset({'Lettuce Iceberg'}),frozenset({'Carrots 1kg'}),0.049392757047865034,0.0375666318623949,0.003379677968895972,0.06842456608811749,1.8214187084632445,0.001524158448210115,1.033124461103642
199,frozenset({'Carrots 1kg'}),frozenset({'Lettuce Iceberg'}),0.0375666318623949,0.049392757047865034,0.003379677968895972,0.08996489174956114,1.8214187084632443,0.001524158448210115,1.0445830433725758
200,frozenset({'Mandarin Imperial'}),frozenset({'Carrots 1kg'}),0.04346320822113535,0.0375666318623949,0.0028356322470736934,0.06524212921987609,1.7367042501668886,0.0012028659042716862,1.0296071295279747
201,frozenset({'Carrots 1kg'}),frozenset({'Mandarin Imperial'}),0.0375666318623949,0.04346320822113535,0.0028356322470736934,0.07548273844353423,1.736704250166889,0.0012028659042716862,1.0346337830063796
202,frozenset({'Onion spring'}),frozenset({'Carrots 1kg'}),0.0503819310875419,0.0375666318623949,0.003615980656152113,0.07177137870855149,1.910508745405956,0.0017233011984698773,1.0368494852039438
203,frozenset({'Carrots 1kg'}),frozenset({'Onion spring'}),0.0375666318623949,0.0503819310875419,0.003615980656152113,0.096255119953189,1.9105087454059557,0.0017233011984698773,1.0507590027655493
204,frozenset({'Pear Packham'}),frozenset({'Carrots 1kg'}),0.03493432983458812,0.0375666318623949,0.002560861680496785,0.07330501809029416,1.9513332565668269,0.0012484965722413342,1.0385654254372356
205,frozenset({'Carrots 1kg'}),frozenset({'Pear Packham'}),0.0375666318623949,0.03493432983458812,0.002560861680496785,0.06816851960210649,1.9513332565668267,0.0012484965722413342,1.0356654507458014
206,frozenset({'Potato brushed'}),frozenset({'Carrots 1kg'}),0.031659064680991375,0.0375666318623949,0.0020003297246798924,0.06318347509113001,1.681904178223073,0.0008110052967013406,1.0273445680638766
207,frozenset({'Carrots 1kg'}),frozenset({'Potato brushed'}),0.0375666318623949,0.031659064680991375,0.0020003297246798924,0.05324751316559392,1.681904178223073,0.0008110052967013406,1.0228026319284214
208,frozenset({'Potato sweet Gold'}),frozenset({'Carrots 1kg'}),0.029675221190306095,0.0375666318623949,0.003049953289003682,0.10277777777777777,2.735879494181132,0.0019351551791123125,1.0726811533422222
209,frozenset({'Carrots 1kg'}),frozenset({'Potato sweet Gold'}),0.0375666318623949,0.029675221190306095,0.003049953289003682,0.08118782913984786,2.735879494181132,0.0019351551791123125,1.0560643508904741
210,frozenset({'Potato washed'}),frozenset({'Carrots 1kg'}),0.02519646095510249,0.0375666318623949,0.0021377150079683466,0.08484187568157034,2.2584371149466578,0.0011911688350328042,1.0516580059368252
211,frozenset({'Carrots 1kg'}),frozenset({'Potato washed'}),0.0375666318623949,0.02519646095510249,0.0021377150079683466,0.05690462258630778,2.2584371149466578,0.0011911688350328042,1.0336213731830184
212,frozenset({'Carrots 1kg'}),frozenset({'Pumpkin Butternut'}),0.0375666318623949,0.022772984557894158,0.00224762323459911,0.05983031012287888,2.627249404696011,0.0013921189073046961,1.0394155714271411
213,frozenset({'Pumpkin Butternut'}),frozenset({'Carrots 1kg'}),0.022772984557894158,0.0375666318623949,0.00224762323459911,0.09869691119691121,2.627249404696011,0.0013921189073046961,1.067824331341964
214,frozenset({'Pumpkin Japanese/Kent'}),frozenset({'Carrots 1kg'}),0.040281365060174754,0.0375666318623949,0.003780842996098258,0.09386084583901774,2.498516401013174,0.002267607783967936,1.0621253520699556
215,frozenset({'Carrots 1kg'}),frozenset({'Pumpkin Japanese/Kent'}),0.0375666318623949,0.040281365060174754,0.003780842996098258,0.10064365125804564,2.498516401013174,0.002267607783967936,1.0671172069695258
216,frozenset({'Watermelon seedless'}),frozenset({'Carrots 1kg'}),0.07010496235643238,0.0375666318623949,0.0032697697422652086,0.04664105981030023,1.2415555374020382,0.0006361624296940607,1.009518375047807
217,frozenset({'Carrots 1kg'}),frozenset({'Watermelon seedless'}),0.0375666318623949,0.07010496235643238,0.0032697697422652086,0.08703920421299005,1.2415555374020382,0.0006361624296940607,1.0185487065104035
218,frozenset({'Zucchini green'}),frozenset({'Carrots 1kg'}),0.018530527009946694,0.0375666318623949,0.002417980985876793,0.13048635824436539,3.4734643958056126,0.0017218514994779602,1.1068640236562088
219,frozenset({'Carrots 1kg'}),frozenset({'Zucchini green'}),0.0375666318623949,0.018530527009946694,0.002417980985876793,0.06436512580456408,3.4734643958056126,0.0017218514994779602,1.0489876981488437
220,frozenset({'Cucumber continental'}),frozenset({'Cauliflower'}),0.04525471231521679,0.02663076331263395,0.0020607792493268122,0.04553734061930784,1.7099525118645165,0.000855611716878933,1.019808608666725
221,frozenset({'Cauliflower'}),frozenset({'Cucumber continental'}),0.02663076331263395,0.04525471231521679,0.0020607792493268122,0.07738340899711102,1.7099525118645165,0.000855611716878933,1.0348234542877341
222,frozenset({'Field Tomatoes'}),frozenset({'Cauliflower'}),0.06430180799032807,0.02663076331263395,0.003676430180799033,0.057174600461499026,2.146938102760829,0.0019640239516341713,1.03239606947778
223,frozenset({'Cauliflower'}),frozenset({'Field Tomatoes'}),0.02663076331263395,0.06430180799032807,0.003676430180799033,0.13805200165084605,2.1469381027608287,0.0019640239516341713,1.0855622309022912
224,frozenset({'Lettuce Iceberg'}),frozenset({'Cauliflower'}),0.049392757047865034,0.02663076331263395,0.0021651920646260374,0.043836226079216736,1.6460747130901918,0.0008498252423259113,1.0179942633635148
225,frozenset({'Cauliflower'}),frozenset({'Lettuce Iceberg'}),0.02663076331263395,0.049392757047865034,0.0021651920646260374,0.08130416838629798,1.6460747130901916,0.0008498252423259113,1.0347355569061198
226,frozenset({'Mandarin Imperial'}),frozenset({'Cauliflower'}),0.04346320822113535,0.02663076331263395,0.0020717700719898886,0.04766721456568467,1.7899304652326948,0.000914311661045107,1.0220893909931463
227,frozenset({'Cauliflower'}),frozenset({'Mandarin Imperial'}),0.02663076331263395,0.04346320822113535,0.0020717700719898886,0.07779612051176228,1.7899304652326948,0.000914311661045107,1.0372291995883594
228,frozenset({'Onion spring'}),frozenset({'Cauliflower'}),0.0503819310875419,0.02663076331263395,0.0020003297246798924,0.039703315881326355,1.4908816324649106,0.0006586204426541294,1.0136130352055626
229,frozenset({'Cauliflower'}),frozenset({'Onion spring'}),0.02663076331263395,0.0503819310875419,0.0020003297246798924,0.0751134956665291,1.4908816324649106,0.0006586204426541294,1.0267401075300697
230,frozenset({'Pumpkin Japanese/Kent'}),frozenset({'Cauliflower'}),0.040281365060174754,0.02663076331263395,0.002489421333186789,0.06180081855388812,2.320655169676232,0.0014166978343594719,1.037486768201017
231,frozenset({'Cauliflower'}),frozenset({'Pumpkin Japanese/Kent'}),0.02663076331263395,0.040281365060174754,0.002489421333186789,0.09347915806851011,2.3206551696762325,0.0014166978343594719,1.05868347482777
232,frozenset({'Watermelon seedless'}),frozenset({'Cauliflower'}),0.07010496235643238,0.02663076331263395,0.0024069901632137168,0.03433409108724622,1.2892642499269902,0.0005400415036584533,1.0079772183148574
233,frozenset({'Cauliflower'}),frozenset({'Watermelon seedless'}),0.02663076331263395,0.07010496235643238,0.0024069901632137168,0.09038382170862568,1.2892642499269902,0.0005400415036584533,1.0222938639792942
234,frozenset({'Cucumber continental'}),frozenset({'Celery'}),0.04525471231521679,0.025861405726218607,0.002527889212507556,0.055859137826350935,2.1599420548791075,0.0013575387363004327,1.0317725175362815
235,frozenset({'Celery'}),frozenset({'Cucumber continental'}),0.025861405726218607,0.04525471231521679,0.002527889212507556,0.09774755631109222,2.1599420548791075,0.0013575387363004327,1.0581797748103132
236,frozenset({'Field Tomatoes'}),frozenset({'Celery'}),0.06430180799032807,0.025861405726218607,0.002379513106556026,0.03700538415520042,1.4309115500896346,0.0007165779611887461,1.0115722126018385
237,frozenset({'Celery'}),frozenset({'Field Tomatoes'}),0.025861405726218607,0.06430180799032807,0.002379513106556026,0.09201019974500639,1.4309115500896346,0.0007165779611887461,1.0305161927445627
238,frozenset({'Lettuce Iceberg'}),frozenset({'Celery'}),0.049392757047865034,0.025861405726218607,0.002588338737154476,0.05240320427236315,2.0263091970764817,0.0013109726072030945,1.0280095908574318
239,frozenset({'Celery'}),frozenset({'Lettuce Iceberg'}),0.025861405726218607,0.049392757047865034,0.002588338737154476,0.10008499787505312,2.0263091970764817,0.0013109726072030945,1.0563300319557845
240,frozenset({'Onion spring'}),frozenset({'Celery'}),0.0503819310875419,0.025861405726218607,0.0024509534538660217,0.04864746945898778,1.881083726615386,0.0011480058927407144,1.0239512304863594
241,frozenset({'Celery'}),frozenset({'Onion spring'}),0.025861405726218607,0.0503819310875419,0.0024509534538660217,0.09477263068423289,1.881083726615386,0.0011480058927407144,1.0490381765967203
242,frozenset({'Watermelon seedless'}),frozenset({'Celery'}),0.07010496235643238,0.025861405726218607,0.0024234763972083313,0.034569256094693114,1.3367121826500863,0.0006104635222873511,1.0090196530651696
243,frozenset({'Celery'}),frozenset({'Watermelon seedless'}),0.025861405726218607,0.07010496235643238,0.0024234763972083313,0.09371015724606886,1.3367121826500863,0.0006104635222873511,1.0260459665065955
244,frozenset({'Coriander'}),frozenset({'Cucumber continental'}),0.03237346815409133,0.04525471231521679,0.0022751002912568007,0.07027669326090648,1.5529143743396663,0.0008100483032975651,1.0269133631095595
245,frozenset({'Cucumber continental'}),frozenset({'Coriander'}),0.04525471231521679,0.03237346815409133,0.0022751002912568007,0.050273224043715856,1.5529143743396663,0.0008100483032975651,1.0188472688596162
246,frozenset({'Coriander'}),frozenset({'Field Tomatoes'}),0.03237346815409133,0.06430180799032807,0.004698576688465132,0.1451366491257851,2.2571161474591164,0.00261690415523975,1.0945587865625452
247,frozenset({'Field Tomatoes'}),frozenset({'Coriander'}),0.06430180799032807,0.03237346815409133,0.004698576688465132,0.07307067771985301,2.257116147459116,0.00261690415523975,1.0439054074432028
248,frozenset({'Coriander'}),frozenset({'Mint fresh'}),0.03237346815409133,0.0063197230312688904,0.002588338737154476,0.07995246986929214,12.651261688795731,0.0023837473848590147,1.0800314597090028
249,frozenset({'Mint fresh'}),frozenset({'Coriander'}),0.0063197230312688904,0.03237346815409133,0.002588338737154476,0.4095652173913043,12.65126168879573,0.0023837473848590147,1.638837277794985
250,frozenset({'Coriander'}),frozenset({'Onion spring'}),0.03237346815409133,0.0503819310875419,0.0043029070725943835,0.13291461551519268,2.6381405524977763,0.0026718692309902216,1.0951840336654837
251,frozenset({'Onion spring'}),frozenset({'Coriander'}),0.0503819310875419,0.03237346815409133,0.0043029070725943835,0.08540575916230367,2.638140552497776,0.0026718692309902216,1.0579845013671187
252,frozenset({'Mandarin Imperial'}),frozenset({'Crimson Grapes'}),0.04346320822113535,0.01890421498049129,0.0022311370006044954,0.051333923378429645,2.715475010806059,0.0014094991686502962,1.034184534682033
253,frozenset({'Crimson Grapes'}),frozenset({'Mandarin Imperial'}),0.01890421498049129,0.04346320822113535,0.0022311370006044954,0.11802325581395348,2.7154750108060584,0.0014094991686502962,1.084537430362325
254,frozenset({'Crimson Grapes'}),frozenset({'Watermelon seedless'}),0.01890421498049129,0.07010496235643238,0.0023630268725614114,0.125,1.7830406835462884,0.0010377475929761644,1.062737185878363
255,frozenset({'Watermelon seedless'}),frozenset({'Crimson Grapes'}),0.07010496235643238,0.01890421498049129,0.0023630268725614114,0.033706984400721174,1.7830406835462882,0.0010377475929761644,1.01531913113441
256,frozenset({'Field Tomatoes'}),frozenset({'Cucumber Lebanese'}),0.06430180799032807,0.01860196735725669,0.0032422926856075177,0.05042304076574652,2.7106294617851976,0.0020461525523588478,1.0335107893036395
257,frozenset({'Cucumber Lebanese'}),frozenset({'Field Tomatoes'}),0.01860196735725669,0.06430180799032807,0.0032422926856075177,0.17429837518463812,2.710629461785198,0.0020461525523588478,1.133215878337295
258,frozenset({'Cucumber Lebanese'}),frozenset({'Lettuce Iceberg'}),0.01860196735725669,0.049392757047865034,0.0020992471286475794,0.11285081240768095,2.2847643896112264,0.0011804446743582837,1.0715303088221702
259,frozenset({'Lettuce Iceberg'}),frozenset({'Cucumber Lebanese'}),0.049392757047865034,0.01860196735725669,0.0020992471286475794,0.04250111259457054,2.2847643896112264,0.0011804446743582837,1.0249599718095488
260,frozenset({'Cucumber Lebanese'}),frozenset({'Watermelon seedless'}),0.01860196735725669,0.07010496235643238,0.002428971808539869,0.13057607090103396,1.8625795737133457,0.0011248815872038048,1.0695530759169134
261,frozenset({'Watermelon seedless'}),frozenset({'Cucumber Lebanese'}),0.07010496235643238,0.01860196735725669,0.002428971808539869,0.03464764443050874,1.8625795737133457,0.0011248815872038048,1.0166215755114474
262,frozenset({'Eggs 700g'}),frozenset({'Cucumber continental'}),0.034252898829477386,0.04525471231521679,0.0021267241853052702,0.062088881758382806,1.3719871054733357,0.0005766191028150451,1.0179485764863587
263,frozenset({'Cucumber continental'}),frozenset({'Eggs 700g'}),0.04525471231521679,0.034252898829477386,0.0021267241853052702,0.04699453551912569,1.3719871054733357,0.0005766191028150451,1.0133699513429222
264,frozenset({'Field Tomatoes'}),frozenset({'Cucumber continental'}),0.06430180799032807,0.04525471231521679,0.006825300873770402,0.10614477395094438,2.3454966018036854,0.003915341051819796,1.0681207200688065
265,frozenset({'Cucumber continental'}),frozenset({'Field Tomatoes'}),0.04525471231521679,0.06430180799032807,0.006825300873770402,0.15081967213114755,2.3454966018036854,0.003915341051819796,1.101883971285521
266,frozenset({'Cucumber continental'}),frozenset({'Lettuce Iceberg'}),0.04525471231521679,0.049392757047865034,0.006610979831840413,0.14608378870673952,2.9575953527998875,0.004375724821183884,1.1132324581500044
267,frozenset({'Lettuce Iceberg'}),frozenset({'Cucumber continental'}),0.049392757047865034,0.04525471231521679,0.006610979831840413,0.13384512683578104,2.957595352799888,0.004375724821183884,1.1022801086333758
268,frozenset({'Mandarin Imperial'}),frozenset({'Cucumber continental'}),0.04346320822113535,0.04525471231521679,0.0024839259218552507,0.0571500821848527,1.262853728619022,0.0005170109375114049,1.0126163980553775
269,frozenset({'Cucumber continental'}),frozenset({'Mandarin Imperial'}),0.04525471231521679,0.04346320822113535,0.0024839259218552507,0.054887674559805706,1.262853728619022,0.0005170109375114049,1.0120879455607028
270,frozenset({'Cucumber continental'}),frozenset({'Onion spring'}),0.04525471231521679,0.0503819310875419,0.004379842831235918,0.09678202792956891,1.9209670181439416,0.0020998230339841317,1.0513719813786089
271,frozenset({'Onion spring'}),frozenset({'Cucumber continental'}),0.0503819310875419,0.04525471231521679,0.004379842831235918,0.08693280977312391,1.9209670181439416,0.0020998230339841317,1.045646254628371
